alpha,tau,th 1,th 2,th 3,th 4,th 5
4.115646820006896,1.4280903922093937,2.3523604297801772,1.7552158994084663,-1.3731757769843025,-0.5167203027911209,-0.07870617427268772
2.5556073361068417,0.43462232217239904,0.9077658385186154,3.028949456677809,0.42729780017131214,-2.1879638335813025,1.969623214808166
2.006893889782549,0.6759069705030027,1.5656465333977974,1.0516040911122666,-0.24622505272080325,-0.14935647736152605,-0.12464019146481974
3.22224537108457,0.5959643134372387,3.084680273526703,-0.25959730352632787,0.3270206335470846,3.2670924049666312,-4.212693942865918
2.8665306272076885,0.3844663707008748,-2.0980697821507297,-0.9983890911847615,1.686537521919392,0.25211461568660415,1.213294659083421
3.6881317911597193,0.8089373161986959,-0.4906419366859546,-0.1433502793397643,1.1660454446577933,0.6145498468605645,-0.09528169774294279
2.290470792669156,0.9211740057447583,1.8318363621990403,3.2963577405333746,0.38057679788654114,-2.070030323033125,-0.8452781088089701
3.338981564761345,1.0697666079423958,0.16308007212528183,1.2048237266063522,0.7992830959318932,-0.2522683296922344,0.1624531661842071
3.4540552914878893,0.7874783493388413,0.01062431797739375,1.9000603060057162,1.7918514770037604,0.026225429843524307,0.8947275122996753
3.4513446671192245,1.3321677634498086,-0.13040986992732267,1.451614548188667,0.8664323841524431,-0.4506907135478412,0.4565484799413838
1.8932140913600837,0.419498479196478,-0.03870466650803662,3.3732905918740608,1.8659968008072028,-1.5764021310446499,-1.3172191627866034
3.127930125754583,0.495532785325694,-0.18339543322716687,0.9852435089035276,0.5413584254497831,-0.6004885080205197,0.9074298043942465
2.8300395893314114,0.7252252126577918,0.9847749836025421,-1.2522413828990968,0.9765497641458751,2.5544333577425173,0.28745670773765014
3.486020933039178,0.9133331353259029,0.061969526521724494,0.6192860203228006,0.39752527103967233,-0.16910528066102828,1.2958831253133087
4.489031414190972,0.9915027029652614,0.1594984182380203,0.8140229262925335,0.5701628551871388,-0.14474526326270049,0.5101445823191417
1.9981221270616973,0.528131967182048,-2.834095731697732,-1.3052157527169845,3.6276624099888126,2.2706633205699296,-0.5225864113394646
3.0954732192801355,1.1093505143142894,0.4030342605838253,0.5311540663165922,0.6483422006158538,0.5563227968948133,-0.1531582060283455
4.933614770412675,1.9174829031183669,0.9609338313867178,1.2748323540098816,-0.34615154271457416,-0.5336948963515484,-0.06641534202212183
2.746470245922343,0.8851082776961506,2.5584751057424024,3.8695194734412515,0.17168287872837168,-1.7273258275819932,-2.475341250287167
2.9512191049234633,0.5049843008242043,-1.7852730142867876,0.4947210130919703,3.1621012764630207,1.3267977695082025,-1.9780611037882918
2.117573169442708,0.5022037834292072,0.4004106136149817,2.2483573089207014,1.7214689768023923,0.6127459961760946,-1.2150809442881032
3.481049613404753,0.6316507025276026,1.3489756999930356,2.592723003193379,0.07818838490526035,-1.2842199936390541,-2.0345939298618467
4.273424096118614,0.8732567580021717,0.563772263433486,0.22317637960987172,0.205455381933269,0.5040703694697515,-0.045928049155153645
1.4301247877572942,0.52151892648643,2.9128003248417356,-2.4156295242687724,-2.8231636581126893,0.9024204079915565,0.9693708511552203
2.2641640815582074,0.42257021124997773,2.768791911737738,0.7617298301116321,-1.366241336201726,0.08366270032127593,-0.1849691031342955
3.2487334808778243,1.0760355500215244,-0.5803627822220162,0.5295284844597569,1.4893848445448794,0.7651941666222911,-0.7404218653046662
2.645628592277702,0.9881130096914098,1.941411571675136,0.5067863439987026,-0.3110984793876766,1.1792024821976534,-0.7374700203832075
1.8172044854435356,0.20553850156271172,-0.45819871853149907,0.9419770861190162,1.5074598317374,-0.2860362057861871,-1.133534923734527
4.009913504036796,0.9913487648050051,-0.28658114310734056,0.5251973503275474,0.6960489596038085,-0.10027118777149656,0.8860477113373799
2.2548257360880597,0.6609679687019571,0.9494618283434989,0.27458764557676096,0.6131542942363539,1.036253766565341,-0.8600466063821693
2.740914654358896,0.6976208877856749,-2.4690447134765723,-0.8210741024683939,6.810503761640628,4.683336750820984,-3.6911384063412624
3.028738329482194,0.5126250079584653,-1.6114422975628087,0.12213382534488793,2.7312777128791663,0.7377410572519509,0.21097480165088908
2.2928421661198843,0.8989650106575314,-0.48520837600782724,3.040649155464268,2.7089022725989778,-1.3986262490984176,-0.5673986431534646
2.398813478852238,0.588568249542301,-1.6333028183335363,-5.303359246265626,0.6125886358741207,6.183267774638519,8.307828385331831
2.416339982910766,0.5394943523441762,-1.2274504276088922,-1.1770796177821514,1.9851279601761984,2.0068275334297696,0.5850828916617605
2.033313938359286,0.44031222752904314,0.731891340090039,0.6949423346061295,0.267022874024926,-0.5148807802096468,0.040863768852954556
3.1399919195738053,0.7600108062004329,0.3942405444065887,0.33671595208431215,0.17208203890706486,0.29235707081110607,-0.10261693051563162
1.793068391068982,0.33290369539159065,1.9757995991442692,1.0830749039410013,-0.22099406791466944,0.645845303865005,-1.157596512626886
2.726508337123331,0.7781391078081321,-0.01869957885514398,-0.15194117217353179,0.3839477774884739,0.7899947505678285,0.2583728752313037
2.5949338820773957,0.5856943919237881,-2.5109766929306767,-0.5740449648601678,3.8839097090554584,0.9763467986271518,2.6862253918551366
3.1411678459307093,0.7107844001533724,-0.41008910143640814,0.3205255544570051,0.7259361104452332,-0.021786343420655992,0.9456829099622104
2.2949357012478284,0.6877785793027771,2.7594185405661613,0.6378584339534987,-2.4933009538892774,-0.11234478374452701,0.5813396846796546
